stop_id,stop_code,stop_name,zone_id,stop_lat,stop_lon
1603,DC5025,Lampur Border,1603.0,28.856693,77.052374
1604,U03683,Maharaj Pur Check Post,1604.0,28.643267,77.316583
1605,U03676,Gazipur Depot,1605.0,28.64175,77.31603299999998
1606,U03623,Hasanpur Village,1606.0,28.636133,77.310567
1607,U03587,Hasanpur Depot,1607.0,28.635993,77.306815
1608,U03469,JagatpuriF-Block,1608.0,28.648333,77.294949
1609,U03459,Jagatpuri A Block,1609.0,28.65185,77.29285
1610,U03451,Radheypuri,1610.0,28.655,77.2919
1611,U03443,Arjun Nagar,1611.0,28.655933,77.29141700000002
1612,U03412,East Krishna Nagar,1612.0,28.659883,77.28835
1613,U03392,Swaran Cinema,1613.0,28.662717,77.2863
1614,U03376,East Azad Nagar,1614.0,28.666617,77.2832
1615,U03343,Jharkhandi,1615.0,28.6678,77.282
1616,U03337,Kanti Nagar Extension,1616.0,28.6708,77.2806
1618,U02299,Dhaka Village,1618.0,28.706538,77.20454000000002
1619,U02296,Radio Colony,1619.0,28.712,77.2042666666667
1620,U02294,Nirankari Colony,1620.0,28.7148,77.204
1621,U02215,CV Raman ITI,1621.0,28.720833333333307,77.20005
1622,U02158,Nirankari Sarovar Burari Xing,1622.0,28.7271,77.1978
1623,U02168,Burari Transport Authourity,1623.0,28.732241,77.198077
1624,U02159,Jharoda Dairy Xing,1624.0,28.735,77.1973
1625,DC3723,Sant Nagar Main Market,1625.0,28.741983,77.1978
1626,U02164,Chetan Bihari Mandir Sant Nagar,1626.0,28.7447,77.19800000000002
1627,U02183,Sarvodhya Vidhyalay Burari,1627.0,28.749,77.1985
1628,U02193,Burari Village,1628.0,28.754,77.1988
1629,DC0060,Ekta Garden- Harijan Basti,1629.0,28.7563,77.1971
1631,U02077,Laxmi Vihar,1631.0,28.7600333333333,77.1910166666667
1632,U02029,Kaushik Enclave,1632.0,28.761067,77.18861700000002
1633,U01938,Amrit Vihar,1633.0,28.7643,77.1838
1634,DC3797,Natthupura,1634.0,28.768867,77.18073299999998
1635,DC4361,Ibrahim Pur More,1635.0,28.775565000000004,77.179417
1636,DC4363,Keshav Nagar Mukti Ashram,1636.0,28.779129,77.179635
1637,U03436,Okhla Village,1637.0,28.563423,77.291309
1638,U03409,Batla House,1638.0,28.562317,77.2861
1639,U02560,Marina,1639.0,28.6367,77.2183
1640,U02570,New Delhi Railway Station Gate 1,1640.0,28.6415,77.218517
1641,U02489,Dispensary Paharganj,1641.0,28.6449,77.2135
1642,U02400,Police Station Paharganj,1642.0,28.646001,77.20809399999997
1643,U02300,Jhandewalan,1643.0,28.646833,77.204083
1644,U02241,Karol Bagh Terminal,1644.0,28.648000000000003,77.2009
1645,U02207,Faiz Road,1645.0,28.648267,77.199017
1646,U01462,ESI Dispensary/CGHS Dispensary,1646.0,28.66058300000001,77.147367
1647,DC5017,Bankner Village,1647.0,28.850842,77.07680500000002
1648,DC5014,New Basti Bankner,1648.0,28.851418,77.080363
1649,DC5013,Bankner Crossing,1649.0,28.850725,77.087612
1650,DC5007,Babu Jag Jeevan Ram Colony,1650.0,28.832968,77.093401
1651,DC5005,Bhor Garh,1651.0,28.829124,77.094652
1652,DC5003,DSIDC Narela,1652.0,28.821359,77.100732
1653,DC5001,Narela ITI / Narela Depot,1653.0,28.820309,77.101315
1654,DC4999,Shahpur Garhi,1654.0,28.817344,77.1028
1656,U00585,Dwarka Sec 2-6,1656.0,28.597267,77.0654
1657,U00613,J M International School,1657.0,28.595933,77.06921700000002
1658,U00719,Palam Gaon,1658.0,28.587067,77.08655
1659,DC3631,Dwarka Flyover Palam Village,1659.0,28.58391330000001,77.09157859999998
1660,U01096A,More Lines,1660.0,28.583167,77.116567
1661,DC3839,Blood Bank,1661.0,28.58705,77.118483
1662,DC3842,Kendriya Vidhyalaya,1662.0,28.58943,77.11972
1663,U01142,Geeta Ashram,1663.0,28.5922,77.1211
1664,U01158,Sadar Bazar,1664.0,28.5954,77.1227
1665,DC3663,Chhawni Hospital,1665.0,28.599133,77.125683
1666,U01239,Kabul Line,1666.0,28.5977,77.1292
1667,U01296,Shastri Bazar,1667.0,28.5966,77.1347
1668,DC3664,Sri Nagesh Garden,1668.0,28.596667,77.140783
1669,U01442,St. Martin School,1669.0,28.596667,77.1454
1672,U02457,Patel Chowk,1672.0,28.6244,77.2112
1673,DC3704,Krishi Bhawan,1673.0,28.617467,77.213083
1674,DC4131,Le Meridian Hotel,1674.0,28.619333,77.2176
1675,U02597,Firoz Shah Road,1675.0,28.6208,77.2206
1676,U02711,Kasturba Gandhi Crossing,1676.0,28.6234,77.2266
1677,U02967,Delhi Gate / Ambedkar Stadium Terminal,1677.0,28.639867,77.2437
1678,U03010,Indira Gandhi Stadium,1678.0,28.6328,77.2472
1679,U03018,ITO Ring Road,1679.0,28.629567,77.247833
1680,DC4203,Delhi Sachivalaya (Raj Ghat Power House),1680.0,28.637717,77.25268299999998
1681,DC4779,Shikar Pur Village,1681.0,28.529966,76.95514
1682,DC4781,Sarvodya School Daulat Pur,1682.0,28.543817,76.963483
1683,DC4443,Shikar Pur Crossing,1683.0,28.545597,76.965275
1684,U02305,Kendriya Terminal (Church Road),1684.0,28.617513,77.203683
1685,U02345,Gurudwara Rakab Ganj,1685.0,28.6185,77.206
1687,U01510,RR Hospital / Maharana Pratap Chowk,1687.0,28.59015,77.15675
1688,U01510AF,Air Force HQ / Subroto Park,1688.0,28.583117,77.145967
1689,U01385,APS Colony/ Jharera Gaon,1689.0,28.579433,77.145
1690,U01288,Shankar Vihar/ National Highway 8,1690.0,28.566367,77.134283
1691,U99910,Mahipal Pur Crossing,1691.0,28.54576500000001,77.12325
1692,U01114,Rangpuri,1692.0,28.542,77.11828299999998
1693,U01071,Shiv Murti,1693.0,28.53561,77.112429
1694,U00954,Rajokari Crossing,1694.0,28.5221655777015,77.09864265467749
1695,U99827,Shiv Murti / Dwarka More,1695.0,28.534882,77.10835300000002
1696,U99828,Samalkha Crossing,1696.0,28.53745,77.0922
1697,U99829,Samalkha Village,1697.0,28.53443900000001,77.090519
1698,U99727,Kapashera Crossing,1698.0,28.528867,77.08675
1699,U00757,Kapashera Village,1699.0,28.5235,77.08325
1700,U00738,Kapashera Border,1700.0,28.522753,77.08285500000002
1701,U04003A,Nehru Place Terminal,1701.0,28.548512,77.25715699999998
1702,U03034,Nehru Place,1702.0,28.54755,77.249444
1703,U02999,Sant Nagar,1703.0,28.552367,77.246167
1704,U02940,Kailash Colony,1704.0,28.5561,77.2411
1705,U02863,Lady Shri Ram College,1705.0,28.5588,77.2371
1706,U02827,Central School (KV),1706.0,28.5597,77.2335
1707,U02792,Central School,1707.0,28.5602017,77.2307834
1708,U02774,Andrews Ganj,1708.0,28.565967,77.22965
1709,U02596,South Extension,1709.0,28.568367,77.22315
1710,U02567,South Extn Kotla Petrol Pump,1710.0,28.568767,77.216767
1711,U02487,AIIMS,1711.0,28.56898300000001,77.213433
1712,U02309,SJ Hospital,1712.0,28.569483,77.20451700000002
1713,U02131,Nauroji Nagar,1713.0,28.569294,77.19505699999998
1714,U01947,Hyatt Hotel (GAIL),1714.0,28.5698,77.186
1715,U01924,RK Puram Sec-12,1715.0,28.5705,77.1826
1717,U01844,RK Puram Sec-12,1717.0,28.5752,77.1778
1718,U01802,South Moti Bagh (Ring Road),1718.0,28.581667,77.174083
1719,U01776,Moti Bagh Gurudawara Nanakpura,1719.0,28.584933000000003,77.172167
1720,U01750,Satya Niketan,1720.0,28.587833000000003,77.170333
1721,U01716,ARSD College (Dhaula Kuan),1721.0,28.59038300000001,77.168467
1722,U01671,Dhaula Kuan,1722.0,28.598667,77.16315
1723,U01489,RR Line,1723.0,28.60385,77.155433
1724,U99859,Garrison Engg.,1724.0,28.605202,77.14680200000002
1725,DC4515,Brar Square,1725.0,28.607326315285807,77.1409517654622
1727,U01040,Nangal Raya Lajwanti Garden,1727.0,28.611868,77.109342
1728,U01025,D Block Janak Puri (Pankha Road),1728.0,28.607682,77.104129
1732,DC4021,Rawta Village,1732.0,28.523263,76.89950400000002
1733,DC4022,Jhuljhuli Crossing,1733.0,28.531783,76.9071
1734,DC4024,Dariyapur Village / Malikpur Crossing,1734.0,28.552617,76.90765
1735,DC4027,Jaffarpur RTRM Hospital,1735.0,28.59532,76.915368
1736,DC4029,Mitraon Village (Kair Village Road),1736.0,28.608446,76.944717
1737,DC3550,Bhagini Nivedita College,1737.0,28.61788300000001,76.9312
1738,DC3528,Kair Depot,1738.0,28.618117,76.93078299999998
1739,U03732,Shahdara Border,1739.0,28.6775,77.32300000000002
1740,U03754,JandK Pocket Dilshad Garden,1740.0,28.6797,77.3247
1741,U03772,Seemapuri Old,1741.0,28.681,77.3279
1742,U03794,New Seema Puri Depot Cluster,1742.0,28.684794,77.331346
1743,U03793,Dilshad Garden Depot Cluster,1743.0,28.685631,77.331179
1744,U03789,Shalimar Garden More,1744.0,28.688183,77.33018299999998
1745,U03770,DLF More,1745.0,28.69287700000001,77.32719
1746,DC3794,Tahir Pur,1746.0,28.691367,77.324967
1748,U03726,Anand Gram Kusht Ashram,1748.0,28.688683,77.31908299999998
1749,U03669,Sunder Nagri,1749.0,28.692844,77.31574300000003
1750,U03658,Gagan Cinema,1750.0,28.69545,77.31505200000002
1751,U03657,Gagan Cinema (Wazirabad Road),1751.0,28.697441,77.314761
1752,U03634,Bank Colony,1752.0,28.698046,77.311326
1753,U03582,Nand Nagari Depot,1753.0,28.698896,77.306292
1754,U03492,Ashok Nagar / Meet Nagar,1754.0,28.700165,77.29688
1755,U03441,MIG Flates Loni Road,1755.0,28.700396,77.295624
1756,DC4887,MIG Flats Loni Road,1756.0,28.699263000000002,77.29178399999998
1757,DC4885,PS Jyoti Nagar / LIG Flats Loni Road,1757.0,28.696189,77.291843
1758,DC4883,Jyoti Nagar,1758.0,28.691428000000002,77.292048
1759,DC3987,Jyoti Nagar / Durga Puri,1759.0,28.689220000000002,77.29130699999997
1760,DC3988,Chhajjupur,1760.0,28.6894,77.28699999999998
1761,DC3989,Shiv Mandir,1761.0,28.6898,77.283783
